Geographic Area,City,,poverty_rate,percent_completed_hs,Median Income,,,,,,,,
IN,Holton town,Holton townIN,27.5,76.1,36786,,,,,IN,Hope town,Hope townIN,41779
IN,Homecroft town,Homecroft townIN,7.7,95,73750,,,,,IN,Howe CDP,Howe CDPIN,33378
IN,Hope town,Hope townIN,13,92,41779,,,,,IN,Hudson town,Hudson townIN,43214
IN,Howe CDP,Howe CDPIN,59.1,66.4,33378,,,,,IN,Hudson Lake CDP,Hudson Lake CDPIN,46905
IN,Hudson town,Hudson townIN,21.8,89.2,43214,,,,,IN,Huntertown town,Huntertown townIN,70236
IN,Hudson Lake CDP,Hudson Lake CDPIN,26.1,87.9,46905,,,,,IN,Huntingburg city,Huntingburg cityIN,41578
IN,Huntertown town,Huntertown townIN,4.8,96.4,70236,,,,,IN,Huntington city,Huntington cityIN,38018
IN,Huntingburg city,Huntingburg cityIN,22.2,74.6,41578,,,,,IN,Hymera town,Hymera townIN,37386
IN,Huntington city,Huntington cityIN,17.9,86,38018,,,,,IN,Idaville CDP,Idaville CDPIN,56071
IN,Hymera town,Hymera townIN,21.1,80.8,37386,,,,,IN,Indianapolis city (balance),Indianapolis city (balance)IN,41987
IN,Idaville CDP,Idaville CDPIN,5.5,92.5,56071,,,,,IN,Indian Village town,Indian Village townIN,60000
IN,Indianapolis city,Indianapolis cityIN,21.3,84.9,#N/A,,,,,IN,Ingalls town,Ingalls townIN,49653
IN,Indianapolis city (balance),Indianapolis city (balance)IN,21.3,84.9,41987,,,,,IN,Jalapa CDP,Jalapa CDPIN,76500
IN,Indian Village town,Indian Village townIN,12.7,87.8,60000,,,,,IN,Jamestown town,Jamestown townIN,53125
IN,Ingalls town,Ingalls townIN,11.6,86.4,49653,,,,,IN,Jasonville city,Jasonville cityIN,29109
IN,Jalapa CDP,Jalapa CDPIN,0,89.3,76500,,,,,IN,Jasper city,Jasper cityIN,53044
IN,Jamestown town,Jamestown townIN,14,91.4,53125,,,,,IN,Jeffersonville city,Jeffersonville cityIN,50990
IN,Jasonville city,Jasonville cityIN,28.4,80.3,29109,,,,,IN,Jonesboro city,Jonesboro cityIN,32857
IN,Jasper city,Jasper cityIN,9.4,88.2,53044,,,,,IN,Jonesville town,Jonesville townIN,52500
IN,Jeffersonville city,Jeffersonville cityIN,11.2,88.6,50990,,,,,IN,Kempton town,Kempton townIN,47292
IN,Jonesboro city,Jonesboro cityIN,22.2,80.3,32857,,,,,IN,Kendallville city,Kendallville cityIN,39799
IN,Jonesville town,Jonesville townIN,18.4,87.6,52500,,,,,IN,Kennard town,Kennard townIN,36563
IN,Kempton town,Kempton townIN,10.1,77.3,47292,,,,,IN,Kent CDP,Kent CDPIN,(X)
IN,Kendallville city,Kendallville cityIN,21.3,88.8,39799,,,,,IN,Kentland town,Kentland townIN,42286
IN,Kennard town,Kennard townIN,24.6,80.8,36563,,,,,IN,Kewanna town,Kewanna townIN,30391
IN,Kent CDP,Kent CDPIN,0,100,(X),,,,,IN,Kimmell CDP,Kimmell CDPIN,43750
IN,Kentland town,Kentland townIN,16.9,87.6,42286,,,,,IN,Kingman town,Kingman townIN,41806
IN,Kewanna town,Kewanna townIN,27.1,76.8,30391,,,,,IN,Kingsbury town,Kingsbury townIN,67813
IN,Kimmell CDP,Kimmell CDPIN,1.5,82.7,43750,,,,,IN,Kingsford Heights town,Kingsford Heights townIN,35417
IN,Kingman town,Kingman townIN,17.8,77.8,41806,,,,,IN,Kirklin town,Kirklin townIN,43393
IN,Kingsbury town,Kingsbury townIN,2.6,88.8,67813,,,,,IN,Knightstown town,Knightstown townIN,36920
IN,Kingsford Heights town,Kingsford Heights townIN,22.7,73.2,35417,,,,,IN,Knightsville town,Knightsville townIN,52083
IN,Kirklin town,Kirklin townIN,19.6,82.3,43393,,,,,IN,Knox city,Knox cityIN,33125
IN,Knightstown town,Knightstown townIN,17.6,91.9,36920,,,,,IN,Kokomo city,Kokomo cityIN,37623
IN,Knightsville town,Knightsville townIN,4.4,87.2,52083,,,,,IN,Koontz Lake CDP,Koontz Lake CDPIN,49083
IN,Knox city,Knox cityIN,20.9,75.1,33125,,,,,IN,Kouts town,Kouts townIN,59444
IN,Kokomo city,Kokomo cityIN,21.3,86.3,37623,,,,,IN,Laconia town,Laconia townIN,68286
IN,Koontz Lake CDP,Koontz Lake CDPIN,11.3,81.3,49083,,,,,IN,La Crosse town,La Crosse townIN,45625
IN,Kouts town,Kouts townIN,4.7,91.5,59444,,,,,IN,Ladoga town,Ladoga townIN,49583
IN,Laconia town,Laconia townIN,19.5,86.2,68286,,,,,IN,Lafayette city,Lafayette cityIN,40419
IN,La Crosse town,La Crosse townIN,8.8,91,45625,,,,,IN,La Fontaine town,La Fontaine townIN,40089
IN,Ladoga town,Ladoga townIN,16.7,91.3,49583,,,,,IN,Lagrange town,Lagrange townIN,40833
IN,Lafayette city,Lafayette cityIN,19.8,85.6,40419,,,,,IN,Lagro town,Lagro townIN,30000
IN,La Fontaine town,La Fontaine townIN,16.5,84.2,40089,,,,,IN,Lake Dalecarlia CDP,Lake Dalecarlia CDPIN,57212
IN,Lagrange town,Lagrange townIN,18.1,80.2,40833,,,,,IN,Lake Holiday CDP,Lake Holiday CDPIN,73152
IN,Lagro town,Lagro townIN,32.9,79.4,30000,,,,,IN,Lake Santee CDP,Lake Santee CDPIN,91577
IN,Lake Dalecarlia CDP,Lake Dalecarlia CDPIN,3.9,98.6,57212,,,,,IN,Lakes of the Four Seasons CDP,Lakes of the Four Seasons CDPIN,91472
IN,Lake Holiday CDP,Lake Holiday CDPIN,7.3,97.6,73152,,,,,IN,Lake Station city,Lake Station cityIN,39309
IN,Lake Santee CDP,Lake Santee CDPIN,0,93.5,91577,,,,,IN,Laketon CDP,Laketon CDPIN,35357
IN,Lakes of the Four Seasons CDP,Lakes of the Four Seasons CDPIN,3.2,94.8,91472,,,,,IN,Lake Village CDP,Lake Village CDPIN,38417
IN,Lake Station city,Lake Station cityIN,26.1,78.5,39309,,,,,IN,Lakeville town,Lakeville townIN,40625
IN,Laketon CDP,Laketon CDPIN,37.6,78,35357,,,,,IN,Landess CDP,Landess CDPIN,(X)
IN,Lake Village CDP,Lake Village CDPIN,4.2,89.4,38417,,,,,IN,Lanesville town,Lanesville townIN,48672
IN,Lakeville town,Lakeville townIN,27.8,86.7,40625,,,,,IN,La Paz town,La Paz townIN,45500
IN,Landess CDP,Landess CDPIN,2.7,96.3,(X),,,,,IN,Lapel town,Lapel townIN,44028
IN,Lanesville town,Lanesville townIN,7.3,97.9,48672,,,,,IN,La Porte city,La Porte cityIN,34900
IN,La Paz town,La Paz townIN,13.6,79.9,45500,,,,,IN,Larwill town,Larwill townIN,34375
IN,Lapel town,Lapel townIN,11,95.8,44028,,,,,IN,Laurel town,Laurel townIN,21818
IN,La Porte city,La Porte cityIN,21.7,84.4,34900,,,,,IN,Lawrence city,Lawrence cityIN,48731
IN,Larwill town,Larwill townIN,23.7,85.6,34375,,,,,IN,Lawrenceburg city,Lawrenceburg cityIN,38428
IN,Laurel town,Laurel townIN,54,56.8,21818,,,,,IN,Leavenworth town,Leavenworth townIN,37708
IN,Lawrence city,Lawrence cityIN,18.8,86.1,48731,,,,,IN,Lebanon city,Lebanon cityIN,45424
IN,Lawrenceburg city,Lawrenceburg cityIN,15.4,80.5,38428,,,,,IN,Leesburg town,Leesburg townIN,52000
IN,Leavenworth town,Leavenworth townIN,23.2,78.6,37708,,,,,IN,Leo-Cedarville town,Leo-Cedarville townIN,76538
IN,Lebanon city,Lebanon cityIN,10,86.6,45424,,,,,IN,Lewisville town,Lewisville townIN,34063
IN,Leesburg town,Leesburg townIN,14.8,90.7,52000,,,,,IN,Liberty town,Liberty townIN,38173
IN,Leo-Cedarville town,Leo-Cedarville townIN,2.8,95.1,76538,,,,,IN,Ligonier city,Ligonier cityIN,38953
IN,Lewisville town,Lewisville townIN,21.6,86.4,34063,,,,,IN,Linden town,Linden townIN,46250
IN,Liberty town,Liberty townIN,16,85.5,38173,,,,,IN,Linton city,Linton cityIN,36433
IN,Ligonier city,Ligonier cityIN,15.7,53.9,38953,,,,,IN,Little York town,Little York townIN,44063
IN,Linden town,Linden townIN,15.2,84,46250,,,,,IN,Livonia town,Livonia townIN,46250
IN,Linton city,Linton cityIN,18,81.4,36433,,,,,IN,Lizton town,Lizton townIN,49375
IN,Little York town,Little York townIN,20.1,77.8,44063,,,,,IN,Logansport city,Logansport cityIN,32982
IN,Livonia town,Livonia townIN,5.3,85.7,46250,,,,,IN,Long Beach town,Long Beach townIN,77250
IN,Lizton town,Lizton townIN,14.1,89.7,49375,,,,,IN,Loogootee city,Loogootee cityIN,39070
IN,Logansport city,Logansport cityIN,21.5,72.2,32982,,,,,IN,Losantville town,Losantville townIN,30938
IN,Long Beach town,Long Beach townIN,1.4,98.2,77250,,,,,IN,Lowell town,Lowell townIN,62403
IN,Loogootee city,Loogootee cityIN,20,83.3,39070,,,,,IN,Lynn town,Lynn townIN,37031
IN,Losantville town,Losantville townIN,12.1,68,30938,,,,,IN,Lynnville town,Lynnville townIN,57639
IN,Lowell town,Lowell townIN,7.3,90.6,62403,,,,,IN,Lyons town,Lyons townIN,43274
IN,Lynn town,Lynn townIN,18.8,86.8,37031,,,,,IN,McCordsville town,McCordsville townIN,83479
IN,Lynnville town,Lynnville townIN,7.2,92.1,57639,,,,,IN,Mackey town,Mackey townIN,31750
IN,Lyons town,Lyons townIN,20,77.2,43274,,,,,IN,Macy town,Macy townIN,35833
IN,McCordsville town,McCordsville townIN,1.3,99.2,83479,,,,,IN,Madison city,Madison cityIN,46153
IN,Mackey town,Mackey townIN,42.4,83.6,31750,,,,,IN,Manilla CDP,Manilla CDPIN,78214
IN,Macy town,Macy townIN,15.2,81.7,35833,,,,,IN,Marengo town,Marengo townIN,23929
IN,Madison city,Madison cityIN,15.5,86.9,46153,,,,,IN,Marion city,Marion cityIN,32716
IN,Manilla CDP,Manilla CDPIN,27.1,86.9,78214,,,,,IN,Markle town,Markle townIN,48409
IN,Marengo town,Marengo townIN,39.1,73.7,23929,,,,,IN,Markleville town,Markleville townIN,46875
IN,Marion city,Marion cityIN,25.7,81.7,32716,,,,,IN,Marshall town,Marshall townIN,41607
IN,Markle town,Markle townIN,8.7,95.1,48409,,,,,IN,Martinsville city,Martinsville cityIN,36403
IN,Markleville town,Markleville townIN,8,91.9,46875,,,,,IN,Matthews town,Matthews townIN,33125
IN,Marshall town,Marshall townIN,16.9,95.1,41607,,,,,IN,Mauckport town,Mauckport townIN,33393
IN,Martinsville city,Martinsville cityIN,24.9,82.9,36403,,,,,IN,Mecca town,Mecca townIN,35000
IN,Matthews town,Matthews townIN,18.9,78.3,33125,,,,,IN,Medaryville town,Medaryville townIN,33214
IN,Mauckport town,Mauckport townIN,6.8,82.4,33393,,,,,IN,Medora town,Medora townIN,28333
IN,Mecca town,Mecca townIN,29.9,73.5,35000,,,,,IN,Mellott town,Mellott townIN,28333
IN,Medaryville town,Medaryville townIN,22.2,70,33214,,,,,IN,Melody Hill CDP,Melody Hill CDPIN,75436
IN,Medora town,Medora townIN,25.6,81.3,28333,,,,,IN,Memphis CDP,Memphis CDPIN,49243
IN,Mellott town,Mellott townIN,20.7,78.6,28333,,,,,IN,Mentone town,Mentone townIN,43482
IN,Melody Hill CDP,Melody Hill CDPIN,3.9,96,75436,,,,,IN,Meridian Hills town,Meridian Hills townIN,119830
IN,Memphis CDP,Memphis CDPIN,13.7,92.6,49243,,,,,IN,Merom town,Merom townIN,30000
IN,Mentone town,Mentone townIN,11.9,83.9,43482,,,,,IN,Merrillville town,Merrillville townIN,52810
IN,Meridian Hills town,Meridian Hills townIN,5.7,99,119830,,,,,IN,Metamora CDP,Metamora CDPIN,23750
IN,Merom town,Merom townIN,26.1,87.5,30000,,,,,IN,Mexico CDP,Mexico CDPIN,49397
IN,Merrillville town,Merrillville townIN,13.9,91.2,52810,,,,,IN,Michiana Shores town,Michiana Shores townIN,76875
IN,Metamora CDP,Metamora CDPIN,0,44,23750,,,,,IN,Michigan City city,Michigan City cityIN,35503
IN,Mexico CDP,Mexico CDPIN,0,88,49397,,,,,IN,Michigantown town,Michigantown townIN,50833
IN,Michiana Shores town,Michiana Shores townIN,9,94.6,76875,,,,,IN,Middlebury town,Middlebury townIN,57091
IN,Michigan City city,Michigan City cityIN,27.8,84.3,35503,,,,,IN,Middletown town,Middletown townIN,37238
IN,Michigantown town,Michigantown townIN,5.3,90,50833,,,,,IN,Mier CDP,Mier CDPIN,60500
IN,Middlebury town,Middlebury townIN,9.8,86.1,57091,,,,,IN,Milan town,Milan townIN,49737
IN,Middletown town,Middletown townIN,23.3,87.6,37238,,,,,IN,Milford town,Milford townIN,38598
IN,Mier CDP,Mier CDPIN,0,100,60500,,,,,IN,Millersburg town,Millersburg townIN,45789
IN,Milan town,Milan townIN,8.9,82.3,49737,,,,,IN,Millhousen town,Millhousen townIN,73438
IN,Milford town,Milford townIN,21.6,79.1,38598,,,,,IN,Milltown town,Milltown townIN,30586
IN,Millersburg town,Millersburg townIN,9.4,76.2,45789,,,,,IN,Milroy CDP,Milroy CDPIN,39406
IN,Millhousen town,Millhousen townIN,1.9,96.3,73438,,,,,IN,Milton town,Milton townIN,45000
IN,Milltown town,Milltown townIN,11.9,78.5,30586,,,,,IN,Mishawaka city,Mishawaka cityIN,38143
IN,Milroy CDP,Milroy CDPIN,34,62,39406,,,,,IN,Mitchell city,Mitchell cityIN,34576
IN,Milton town,Milton townIN,31.7,82.1,45000,,,,,IN,Modoc town,Modoc townIN,40833
IN,Mishawaka city,Mishawaka cityIN,19.3,86.1,38143,,,,,IN,Monon town,Monon townIN,35542
IN,Mitchell city,Mitchell cityIN,14.7,80.5,34576,,,,,IN,Monroe town,Monroe townIN,48750
IN,Modoc town,Modoc townIN,16.5,79.7,40833,,,,,IN,Monroe City town,Monroe City townIN,61364
IN,Monon town,Monon townIN,31.1,74.5,35542,,,,,IN,Monroeville town,Monroeville townIN,42632
IN,Monroe town,Monroe townIN,3.3,90.4,48750,,,,,IN,Monrovia town,Monrovia townIN,59750
IN,Monroe City town,Monroe City townIN,7,94.4,61364,,,,,IN,Monterey town,Monterey townIN,50938
IN,Monroeville town,Monroeville townIN,12,88.7,42632,,,,,IN,Montezuma town,Montezuma townIN,36136
IN,Monrovia town,Monrovia townIN,11.7,88.8,59750,,,,,IN,Montgomery town,Montgomery townIN,41250
IN,Monterey town,Monterey townIN,3.9,88.5,50938,,,,,IN,Monticello city,Monticello cityIN,36330
IN,Montezuma town,Montezuma townIN,30.4,80.1,36136,,,,,IN,Montmorenci CDP,Montmorenci CDPIN,85179
IN,Montgomery town,Montgomery townIN,12.8,84,41250,,,,,IN,Montpelier city,Montpelier cityIN,33447
IN,Monticello city,Monticello cityIN,12.2,85.9,36330,,,,,IN,Mooreland town,Mooreland townIN,32250
IN,Montmorenci CDP,Montmorenci CDPIN,0,81.9,85179,,,,,IN,Moores Hill town,Moores Hill townIN,42875
IN,Montpelier city,Montpelier cityIN,17.6,81.9,33447,,,,,IN,Mooresville town,Mooresville townIN,51008
IN,Mooreland town,Mooreland townIN,25.7,87.6,32250,,,,,IN,Morgantown town,Morgantown townIN,37009
IN,Moores Hill town,Moores Hill townIN,28.3,75.4,42875,,,,,IN,Morocco town,Morocco townIN,43359
IN,Mooresville town,Mooresville townIN,12.4,90.1,51008,,,,,IN,Morristown town,Morristown townIN,46875
IN,Morgantown town,Morgantown townIN,11.8,84.6,37009,,,,,IN,Mount Auburn town,Mount Auburn townIN,42500
IN,Morocco town,Morocco townIN,14.6,81,43359,,,,,IN,Mount Ayr town,Mount Ayr townIN,35625
IN,Morristown town,Morristown townIN,11.2,84.7,46875,,,,,IN,Mount Carmel town,Mount Carmel townIN,36042
IN,Mount Auburn town,Mount Auburn townIN,14.2,90,42500,,,,,IN,Mount Etna town,Mount Etna townIN,44000
IN,Mount Ayr town,Mount Ayr townIN,6.3,71,35625,,,,,IN,Mount Summit town,Mount Summit townIN,50625
IN,Mount Carmel town,Mount Carmel townIN,32.8,61.8,36042,,,,,IN,Mount Vernon city,Mount Vernon cityIN,46422
IN,Mount Etna town,Mount Etna townIN,1,90.9,44000,,,,,IN,Mulberry town,Mulberry townIN,47500
IN,Mount Summit town,Mount Summit townIN,13.5,86.5,50625,,,,,IN,Muncie city,Muncie cityIN,31044
IN,Mount Vernon city,Mount Vernon cityIN,18,89.8,46422,,,,,IN,Munster town,Munster townIN,70503
IN,Mulberry town,Mulberry townIN,11.1,81.9,47500,,,,,IN,Napoleon town,Napoleon townIN,37500
IN,Muncie city,Muncie cityIN,32.2,86.4,31044,,,,,IN,Nappanee city,Nappanee cityIN,48918
IN,Munster town,Munster townIN,8.6,93.7,70503,,,,,IN,Nashville town,Nashville townIN,39280
IN,Napoleon town,Napoleon townIN,15.3,82.7,37500,,,,,IN,New Albany city,New Albany cityIN,40413
IN,Nappanee city,Nappanee cityIN,10.9,82.2,48918,,,,,IN,New Amsterdam town,New Amsterdam townIN,83750
IN,Nashville town,Nashville townIN,21.8,85.8,39280,,,,,IN,Newberry town,Newberry townIN,43750
IN,New Albany city,New Albany cityIN,21.6,84.6,40413,,,,,IN,Newburgh town,Newburgh townIN,50089
IN,New Amsterdam town,New Amsterdam townIN,0,91.7,83750,,,,,IN,New Carlisle town,New Carlisle townIN,53684
IN,Newberry town,Newberry townIN,13.7,84.2,43750,,,,,IN,New Castle city,New Castle cityIN,32840
IN,Newburgh town,Newburgh townIN,8.3,94.9,50089,,,,,IN,New Chicago town,New Chicago townIN,38879
IN,New Carlisle town,New Carlisle townIN,8.4,91.6,53684,,,,,IN,New Goshen CDP,New Goshen CDPIN,65897
IN,New Castle city,New Castle cityIN,23.8,82.8,32840,,,,,IN,New Harmony town,New Harmony townIN,48036
IN,New Chicago town,New Chicago townIN,22.3,77.3,38879,,,,,IN,New Haven city,New Haven cityIN,46560
IN,New Goshen CDP,New Goshen CDPIN,0,94,65897,,,,,IN,New Market town,New Market townIN,56250
IN,New Harmony town,New Harmony townIN,7.4,85.6,48036,,,,,IN,New Middletown town,New Middletown townIN,61250
IN,New Haven city,New Haven cityIN,16.1,87.8,46560,,,,,IN,New Palestine town,New Palestine townIN,65947
IN,New Market town,New Market townIN,7.5,92.9,56250,,,,,IN,New Paris CDP,New Paris CDPIN,36567
IN,New Middletown town,New Middletown townIN,33.3,89.5,61250,,,,,IN,New Pekin town,New Pekin townIN,32283
IN,New Palestine town,New Palestine townIN,6.9,95.6,65947,,,,,IN,New Point town,New Point townIN,41389
IN,New Paris CDP,New Paris CDPIN,8.9,90.4,36567,,,,,IN,Newport town,Newport townIN,47625
IN,New Pekin town,New Pekin townIN,28,72.5,32283,,,,,IN,New Richmond town,New Richmond townIN,51250
IN,New Point town,New Point townIN,7.6,83.7,41389,,,,,IN,New Ross town,New Ross townIN,52083
IN,Newport town,Newport townIN,4.5,87.5,47625,,,,,IN,New Salisbury CDP,New Salisbury CDPIN,49667
IN,New Richmond town,New Richmond townIN,7.3,87.1,51250,,,,,IN,Newtown town,Newtown townIN,58125
IN,New Ross town,New Ross townIN,21.6,82.7,52083,,,,,IN,New Trenton CDP,New Trenton CDPIN,57944
IN,New Salisbury CDP,New Salisbury CDPIN,10.9,100,49667,,,,,IN,New Washington CDP,New Washington CDPIN,70227
IN,Newtown town,Newtown townIN,12.1,92.6,58125,,,,,IN,New Whiteland town,New Whiteland townIN,53844
IN,New Trenton CDP,New Trenton CDPIN,7.3,81.4,57944,,,,,IN,Noblesville city,Noblesville cityIN,69841
IN,New Washington CDP,New Washington CDPIN,10.6,100,70227,,,,,IN,North Crows Nest town,North Crows Nest townIN,"250,000+"
IN,New Whiteland town,New Whiteland townIN,6,94.8,53844,,,,,IN,North Judson town,North Judson townIN,37202
IN,Noblesville city,Noblesville cityIN,6.9,94.4,69841,,,,,IN,North Liberty town,North Liberty townIN,38333
IN,North Crows Nest town,North Crows Nest townIN,13,97,"250,000+",,,,,IN,North Manchester town,North Manchester townIN,42281
IN,North Judson town,North Judson townIN,21,85.4,37202,,,,,IN,North Salem town,North Salem townIN,41818
IN,North Liberty town,North Liberty townIN,25.1,88.2,38333,,,,,IN,North Terre Haute CDP,North Terre Haute CDPIN,45085
IN,North Manchester town,North Manchester townIN,15.1,90,42281,,,,,IN,North Vernon city,North Vernon cityIN,38725
IN,North Salem town,North Salem townIN,8.5,84.1,41818,,,,,IN,North Webster town,North Webster townIN,40352
IN,North Terre Haute CDP,North Terre Haute CDPIN,13.1,88.3,45085,,,,,IN,Norway CDP,Norway CDPIN,48233
IN,North Vernon city,North Vernon cityIN,24.4,82.6,38725,,,,,IN,Notre Dame CDP,Notre Dame CDPIN,(X)
IN,North Webster town,North Webster townIN,13.7,85.5,40352,,,,,IN,Oakland City city,Oakland City cityIN,35125
IN,Norway CDP,Norway CDPIN,5.4,82.3,48233,,,,,IN,Oaktown town,Oaktown townIN,37574
IN,Notre Dame CDP,Notre Dame CDPIN,80.1,98.5,(X),,,,,IN,Odon town,Odon townIN,30714
IN,Oakland City city,Oakland City cityIN,14,78.9,35125,,,,,IN,Ogden Dunes town,Ogden Dunes townIN,101250
IN,Oaktown town,Oaktown townIN,17.5,89,37574,,,,,IN,Oldenburg town,Oldenburg townIN,58906
IN,Odon town,Odon townIN,18.4,87.7,30714,,,,,IN,Onward town,Onward townIN,27639
IN,Ogden Dunes town,Ogden Dunes townIN,3.8,99.3,101250,,,,,IN,Oolitic town,Oolitic townIN,45921
IN,Oldenburg town,Oldenburg townIN,21.4,92.9,58906,,,,,IN,Orestes town,Orestes townIN,42344
IN,Onward town,Onward townIN,21.8,92.6,27639,,,,,IN,Orland town,Orland townIN,42188
IN,Oolitic town,Oolitic townIN,22.1,82.8,45921,,,,,IN,Orleans town,Orleans townIN,33051
IN,Orestes town,Orestes townIN,23,84.9,42344,,,,,IN,Osceola town,Osceola townIN,59832
IN,Orland town,Orland townIN,10.3,86.6,42188,,,,,IN,Osgood town,Osgood townIN,41010
IN,Orleans town,Orleans townIN,24.4,76.8,33051,,,,,IN,Ossian town,Ossian townIN,52857
IN,Osceola town,Osceola townIN,5.3,85.9,59832,,,,,IN,Otterbein town,Otterbein townIN,43594
IN,Osgood town,Osgood townIN,10.2,77.4,41010,,,,,IN,Otwell CDP,Otwell CDPIN,(X)
IN,Ossian town,Ossian townIN,13.9,92.2,52857,,,,,IN,Owensburg CDP,Owensburg CDPIN,(X)
IN,Otterbein town,Otterbein townIN,19.7,85.5,43594,,,,,IN,Owensville town,Owensville townIN,40129
IN,Otwell CDP,Otwell CDPIN,10.6,70.1,(X),,,,,IN,Oxford town,Oxford townIN,45682
IN,Owensburg CDP,Owensburg CDPIN,16.6,88.6,(X),,,,,IN,Painted Hills CDP,Painted Hills CDPIN,52313
IN,Owensville town,Owensville townIN,9.5,89.2,40129,,,,,IN,Palmyra town,Palmyra townIN,42381
IN,Oxford town,Oxford townIN,10.9,84.1,45682,,,,,IN,Paoli town,Paoli townIN,31971
IN,Painted Hills CDP,Painted Hills CDPIN,4.7,97.4,52313,,,,,IN,Paragon town,Paragon townIN,35625
IN,Palmyra town,Palmyra townIN,16.4,92.7,42381,,,,,IN,Parker City town,Parker City townIN,38589
IN,Paoli town,Paoli townIN,19.6,81,31971,,,,,IN,Parkers Settlement CDP,Parkers Settlement CDPIN,63958
IN,Paragon town,Paragon townIN,31,78.3,35625,,,,,IN,Patoka town,Patoka townIN,39714
IN,Parker City town,Parker City townIN,18.3,85,38589,,,,,IN,Patriot town,Patriot townIN,41250
IN,Parkers Settlement CDP,Parkers Settlement CDPIN,0.8,91.7,63958,,,,,IN,Pendleton town,Pendleton townIN,54198
IN,Patoka town,Patoka townIN,16,87.8,39714,,,,,IN,Pennville town,Pennville townIN,36719
IN,Patriot town,Patriot townIN,23.3,74.3,41250,,,,,IN,Perrysville town,Perrysville townIN,39706
IN,Pendleton town,Pendleton townIN,6.7,92.5,54198,,,,,IN,Peru city,Peru cityIN,33107
IN,Pennville town,Pennville townIN,18.9,82.4,36719,,,,,IN,Petersburg city,Petersburg cityIN,35918
IN,Perrysville town,Perrysville townIN,14.8,93.6,39706,,,,,IN,Pierceton town,Pierceton townIN,46875
IN,Peru city,Peru cityIN,21.4,82.4,33107,,,,,IN,Pine Village town,Pine Village townIN,36500
IN,Petersburg city,Petersburg cityIN,14.7,81.7,35918,,,,,IN,Pittsboro town,Pittsboro townIN,78047
IN,Pierceton town,Pierceton townIN,18.1,83.5,46875,,,,,IN,Plainfield town,Plainfield townIN,59951
IN,Pine Village town,Pine Village townIN,9.3,89.7,36500,,,,,IN,Plainville town,Plainville townIN,39226
IN,Pittsboro town,Pittsboro townIN,5.2,92.5,78047,,,,,IN,Plymouth city,Plymouth cityIN,34478
IN,Plainfield town,Plainfield townIN,8.9,91.4,59951,,,,,IN,Point Isabel CDP,Point Isabel CDPIN,69271
IN,Plainville town,Plainville townIN,13.9,79.3,39226,,,,,IN,Poneto town,Poneto townIN,45625
IN,Plymouth city,Plymouth cityIN,23.8,79.1,34478,,,,,IN,Portage city,Portage cityIN,53730
IN,Point Isabel CDP,Point Isabel CDPIN,0,100,69271,,,,,IN,Porter town,Porter townIN,76053
IN,Poneto town,Poneto townIN,17.4,89.6,45625,,,,,IN,Portland city,Portland cityIN,34375
IN,Portage city,Portage cityIN,16.3,88.2,53730,,,,,IN,Poseyville town,Poseyville townIN,45750
IN,Porter town,Porter townIN,13,90.6,76053,,,,,IN,Pottawattamie Park town,Pottawattamie Park townIN,87188
IN,Portland city,Portland cityIN,15.6,81.6,34375,,,,,IN,Princes Lakes town,Princes Lakes townIN,67500
IN,Poseyville town,Poseyville townIN,13.8,88,45750,,,,,IN,Princeton city,Princeton cityIN,40488
